Mode,Tier,Map,Hero,Role,Win Rate (%),Pick Rate (%)
Quick Play,All,havana,Roadhog,TANK,47.3,6.8
Quick Play,All,havana,Sigma,TANK,55.7,15.2
Quick Play,All,havana,Sojourn,DAMAGE,44.3,12.9
Quick Play,All,havana,Soldier: 76,DAMAGE,49.4,14.6
Quick Play,All,havana,Sombra,DAMAGE,47.9,6.3
Quick Play,All,havana,Symmetra,DAMAGE,55.1,2.3
Quick Play,All,havana,Torbjörn,DAMAGE,58.5,4.5
Quick Play,All,havana,Tracer,DAMAGE,48.0,5.4
Quick Play,All,havana,Vendetta,DAMAGE,49.6,8.5
Quick Play,All,havana,Venture,DAMAGE,52.7,2.1
Quick Play,All,havana,Widowmaker,DAMAGE,49.9,13.2
Quick Play,All,havana,Winston,TANK,50.5,6.0
Quick Play,All,havana,Wrecking Ball,TANK,48.7,2.6
Quick Play,All,havana,Wuyang,SUPPORT,52.4,14.0
Quick Play,All,havana,Zarya,TANK,46.6,5.3
Quick Play,All,havana,Zenyatta,SUPPORT,56.4,13.6
Quick Play,All,junkertown,Ana,SUPPORT,48.1,43.2
Quick Play,All,junkertown,Anran,DAMAGE,52.8,10.5
Quick Play,All,junkertown,Ashe,DAMAGE,52.4,17.1
Quick Play,All,junkertown,Baptiste,SUPPORT,48.2,6.5
Quick Play,All,junkertown,Bastion,DAMAGE,48.9,10.4
Quick Play,All,junkertown,Brigitte,SUPPORT,48.5,2.7
Quick Play,All,junkertown,Cassidy,DAMAGE,47.1,16.9
Quick Play,All,junkertown,D.Va,TANK,47.0,9.2
Quick Play,All,junkertown,Domina,TANK,53.5,13.6
Quick Play,All,junkertown,Doomfist,TANK,48.2,7.9
Quick Play,All,junkertown,Echo,DAMAGE,51.8,4.5
Quick Play,All,junkertown,Emre,DAMAGE,51.1,20.5
Quick Play,All,junkertown,Freja,DAMAGE,47.1,6.0
Quick Play,All,junkertown,Genji,DAMAGE,50.1,10.7
Quick Play,All,junkertown,Hanzo,DAMAGE,49.7,8.1
Quick Play,All,junkertown,Hazard,TANK,50.0,3.0
Quick Play,All,junkertown,Illari,SUPPORT,54.8,10.9
Quick Play,All,junkertown,Jetpack Cat,SUPPORT,45.8,11.0
Quick Play,All,junkertown,Junker Queen,TANK,52.7,3.0
Quick Play,All,junkertown,Junkrat,DAMAGE,50.1,7.5
Quick Play,All,junkertown,Juno,SUPPORT,50.4,13.6
Quick Play,All,junkertown,Kiriko,SUPPORT,48.3,33.3
Quick Play,All,junkertown,Lifeweaver,SUPPORT,50.4,7.2
Quick Play,All,junkertown,Lúcio,SUPPORT,47.6,3.5
Quick Play,All,junkertown,Mauga,TANK,51.1,4.4
Quick Play,All,junkertown,Mei,DAMAGE,57.3,7.4
Quick Play,All,junkertown,Mercy,SUPPORT,46.8,10.6
Quick Play,All,junkertown,Mizuki,SUPPORT,52.7,18.2
Quick Play,All,junkertown,Moira,SUPPORT,49.1,13.4
Quick Play,All,junkertown,Orisa,TANK,45.0,9.7
Quick Play,All,junkertown,Pharah,DAMAGE,49.0,3.7
Quick Play,All,junkertown,Ramattra,TANK,46.7,5.8
Quick Play,All,junkertown,Reaper,DAMAGE,52.4,8.8
Quick Play,All,junkertown,Reinhardt,TANK,50.2,6.9
Quick Play,All,junkertown,Roadhog,TANK,48.2,7.6
Quick Play,All,junkertown,Sigma,TANK,55.5,13.1
Quick Play,All,junkertown,Sojourn,DAMAGE,43.3,12.3
Quick Play,All,junkertown,Soldier: 76,DAMAGE,48.9,15.7
Quick Play,All,junkertown,Sombra,DAMAGE,47.3,6.8
Quick Play,All,junkertown,Symmetra,DAMAGE,50.2,2.1
Quick Play,All,junkertown,Torbjörn,DAMAGE,55.5,4.4
Quick Play,All,junkertown,Tracer,DAMAGE,47.3,5.7
Quick Play,All,junkertown,Vendetta,DAMAGE,52.3,8.9
Quick Play,All,junkertown,Venture,DAMAGE,52.1,2.3
Quick Play,All,junkertown,Widowmaker,DAMAGE,48.4,9.9
Quick Play,All,junkertown,Winston,TANK,50.1,7.3
Quick Play,All,junkertown,Wrecking Ball,TANK,52.8,3.3
Quick Play,All,junkertown,Wuyang,SUPPORT,52.6,14.1
Quick Play,All,junkertown,Zarya,TANK,47.4,5.3
Quick Play,All,junkertown,Zenyatta,SUPPORT,55.5,11.8
Quick Play,All,dorado,Ana,SUPPORT,47.5,38.9
Quick Play,All,dorado,Anran,DAMAGE,51.9,11.0
Quick Play,All,dorado,Ashe,DAMAGE,52.3,14.9
Quick Play,All,dorado,Baptiste,SUPPORT,47.1,6.7
Quick Play,All,dorado,Bastion,DAMAGE,48.0,9.6
Quick Play,All,dorado,Brigitte,SUPPORT,49.3,3.3
Quick Play,All,dorado,Cassidy,DAMAGE,46.4,17.8
Quick Play,All,dorado,D.Va,TANK,48.5,13.7
Quick Play,All,dorado,Domina,TANK,50.9,11.8
Quick Play,All,dorado,Doomfist,TANK,50.8,9.4
Quick Play,All,dorado,Echo,DAMAGE,52.6,7.2
Quick Play,All,dorado,Emre,DAMAGE,48.8,19.5
Quick Play,All,dorado,Freja,DAMAGE,47.1,6.1
Quick Play,All,dorado,Genji,DAMAGE,51.0,12.7
Quick Play,All,dorado,Hanzo,DAMAGE,50.0,6.9
Quick Play,All,dorado,Hazard,TANK,52.9,3.6
Quick Play,All,dorado,Illari,SUPPORT,55.0,10.3
Quick Play,All,dorado,Jetpack Cat,SUPPORT,47.9,13.4
Quick Play,All,dorado,Junker Queen,TANK,51.4,2.1
Quick Play,All,dorado,Junkrat,DAMAGE,52.1,7.9
Quick Play,All,dorado,Juno,SUPPORT,50.3,13.5
Quick Play,All,dorado,Kiriko,SUPPORT,47.8,35.7
Quick Play,All,dorado,Lifeweaver,SUPPORT,50.3,7.5
Quick Play,All,dorado,Lúcio,SUPPORT,49.8,4.0
Quick Play,All,dorado,Mauga,TANK,49.1,3.8
Quick Play,All,dorado,Mei,DAMAGE,55.4,7.4
Quick Play,All,dorado,Mercy,SUPPORT,48.6,11.4
Quick Play,All,dorado,Mizuki,SUPPORT,53.5,18.5
Quick Play,All,dorado,Moira,SUPPORT,49.6,13.4
Quick Play,All,dorado,Orisa,TANK,46.0,8.5
Quick Play,All,dorado,Pharah,DAMAGE,51.5,5.2
Quick Play,All,dorado,Ramattra,TANK,48.1,5.1
Quick Play,All,dorado,Reaper,DAMAGE,52.7,11.2
Quick Play,All,dorado,Reinhardt,TANK,49.6,6.5
Quick Play,All,dorado,Roadhog,TANK,46.9,7.0
Quick Play,All,dorado,Sigma,TANK,51.8,9.6
Quick Play,All,dorado,Sojourn,DAMAGE,44.6,11.2
Quick Play,All,dorado,Soldier: 76,DAMAGE,48.4,15.5
Quick Play,All,dorado,Sombra,DAMAGE,47.3,6.0
Quick Play,All,dorado,Symmetra,DAMAGE,53.9,3.0
Quick Play,All,dorado,Torbjörn,DAMAGE,55.9,4.4
Quick Play,All,dorado,Tracer,DAMAGE,47.4,5.3
Quick Play,All,dorado,Vendetta,DAMAGE,52.0,10.8
Quick Play,All,dorado,Venture,DAMAGE,52.7,2.5
Quick Play,All,dorado,Widowmaker,DAMAGE,45.0,4.1
Quick Play,All,dorado,Winston,TANK,54.3,10.7
Quick Play,All,dorado,Wrecking Ball,TANK,53.9,3.0
Quick Play,All,dorado,Wuyang,SUPPORT,51.6,13.7
Quick Play,All,dorado,Zarya,TANK,47.6,5.3
Quick Play,All,dorado,Zenyatta,SUPPORT,55.4,9.6
Quick Play,All,watchpoint-gibraltar,Ana,SUPPORT,47.7,39.8
Quick Play,All,watchpoint-gibraltar,Anran,DAMAGE,52.7,10.2
Quick Play,All,watchpoint-gibraltar,Ashe,DAMAGE,53.2,16.1
Quick Play,All,watchpoint-gibraltar,Baptiste,SUPPORT,47.8,6.7
Quick Play,All,watchpoint-gibraltar,Bastion,DAMAGE,49.1,9.7
Quick Play,All,watchpoint-gibraltar,Brigitte,SUPPORT,50.1,3.0
Quick Play,All,watchpoint-gibraltar,Cassidy,DAMAGE,46.3,16.7
Quick Play,All,watchpoint-gibraltar,D.Va,TANK,48.5,15.7
Quick Play,All,watchpoint-gibraltar,Domina,TANK,51.7,11.0
Quick Play,All,watchpoint-gibraltar,Doomfist,TANK,50.1,9.2
Quick Play,All,watchpoint-gibraltar,Echo,DAMAGE,51.3,6.6
Quick Play,All,watchpoint-gibraltar,Emre,DAMAGE,49.9,19.8
Quick Play,All,watchpoint-gibraltar,Freja,DAMAGE,46.3,6.3
Quick Play,All,watchpoint-gibraltar,Genji,DAMAGE,50.4,13.2
Quick Play,All,watchpoint-gibraltar,Hanzo,DAMAGE,49.1,7.1
Quick Play,All,watchpoint-gibraltar,Hazard,TANK,52.6,3.4
Quick Play,All,watchpoint-gibraltar,Illari,SUPPORT,54.3,9.7
Quick Play,All,watchpoint-gibraltar,Jetpack Cat,SUPPORT,48.5,14.8
Quick Play,All,watchpoint-gibraltar,Junker Queen,TANK,49.4,1.7
Quick Play,All,watchpoint-gibraltar,Junkrat,DAMAGE,52.6,6.6
Quick Play,All,watchpoint-gibraltar,Juno,SUPPORT,50.1,14.2
Quick Play,All,watchpoint-gibraltar,Kiriko,SUPPORT,48.0,36.2
Quick Play,All,watchpoint-gibraltar,Lifeweaver,SUPPORT,48.3,7.5
Quick Play,All,watchpoint-gibraltar,Lúcio,SUPPORT,49.5,4.0
Quick Play,All,watchpoint-gibraltar,Mauga,TANK,47.6,3.8
Quick Play,All,watchpoint-gibraltar,Mei,DAMAGE,57.0,6.5
Quick Play,All,watchpoint-gibraltar,Mercy,SUPPORT,46.9,12.4
Quick Play,All,watchpoint-gibraltar,Mizuki,SUPPORT,55.2,16.4
Quick Play,All,watchpoint-gibraltar,Moira,SUPPORT,49.8,13.0
Quick Play,All,watchpoint-gibraltar,Orisa,TANK,45.3,8.5
Quick Play,All,watchpoint-gibraltar,Pharah,DAMAGE,49.6,4.6
Quick Play,All,watchpoint-gibraltar,Ramattra,TANK,48.6,4.8
Quick Play,All,watchpoint-gibraltar,Reaper,DAMAGE,52.7,10.8
Quick Play,All,watchpoint-gibraltar,Reinhardt,TANK,49.4,5.7
Quick Play,All,watchpoint-gibraltar,Roadhog,TANK,45.8,6.4
Quick Play,All,watchpoint-gibraltar,Sigma,TANK,52.6,8.8
Quick Play,All,watchpoint-gibraltar,Sojourn,DAMAGE,43.6,10.8
Quick Play,All,watchpoint-gibraltar,Soldier: 76,DAMAGE,48.8,16.3
Quick Play,All,watchpoint-gibraltar,Sombra,DAMAGE,46.0,6.3
Quick Play,All,watchpoint-gibraltar,Symmetra,DAMAGE,52.3,2.4
Quick Play,All,watchpoint-gibraltar,Torbjörn,DAMAGE,56.8,4.4
Quick Play,All,watchpoint-gibraltar,Tracer,DAMAGE,47.2,6.3
Quick Play,All,watchpoint-gibraltar,Vendetta,DAMAGE,53.0,10.2
Quick Play,All,watchpoint-gibraltar,Venture,DAMAGE,51.9,2.2
Quick Play,All,watchpoint-gibraltar,Widowmaker,DAMAGE,46.2,7.0
Quick Play,All,watchpoint-gibraltar,Winston,TANK,55.7,13.2
Quick Play,All,watchpoint-gibraltar,Wrecking Ball,TANK,52.1,3.1
Quick Play,All,watchpoint-gibraltar,Wuyang,SUPPORT,52.9,12.8
Quick Play,All,watchpoint-gibraltar,Zarya,TANK,45.4,4.7
Quick Play,All,watchpoint-gibraltar,Zenyatta,SUPPORT,54.0,9.5
Quick Play,All,circuit-royal,Ana,SUPPORT,47.9,45.5
Quick Play,All,circuit-royal,Anran,DAMAGE,51.3,9.1
Quick Play,All,circuit-royal,Ashe,DAMAGE,53.7,19.1
Quick Play,All,circuit-royal,Baptiste,SUPPORT,47.2,7.4
Quick Play,All,circuit-royal,Bastion,DAMAGE,50.0,10.6
Quick Play,All,circuit-royal,Brigitte,SUPPORT,46.2,2.0
Quick Play,All,circuit-royal,Cassidy,DAMAGE,45.6,13.9
Quick Play,All,circuit-royal,D.Va,TANK,43.1,6.8
Quick Play,All,circuit-royal,Domina,TANK,54.1,15.9
Quick Play,All,circuit-royal,Doomfist,TANK,49.7,7.5
Quick Play,All,circuit-royal,Echo,DAMAGE,51.1,4.5
Quick Play,All,circuit-royal,Emre,DAMAGE,50.5,21.9
Quick Play,All,circuit-royal,Freja,DAMAGE,46.8,7.1
Quick Play,All,circuit-royal,Genji,DAMAGE,48.9,10.1
Quick Play,All,circuit-royal,Hanzo,DAMAGE,50.5,10.0
Quick Play,All,circuit-royal,Hazard,TANK,49.9,2.0
Quick Play,All,circuit-royal,Illari,SUPPORT,55.4,13.9
Quick Play,All,circuit-royal,Jetpack Cat,SUPPORT,46.4,11.8
Quick Play,All,circuit-royal,Junker Queen,TANK,51.5,1.8
Quick Play,All,circuit-royal,Junkrat,DAMAGE,50.9,7.0
Quick Play,All,circuit-royal,Juno,SUPPORT,50.2,13.4
Quick Play,All,circuit-royal,Kiriko,SUPPORT,47.1,29.9
Quick Play,All,circuit-royal,Lifeweaver,SUPPORT,48.7,7.3
Quick Play,All,circuit-royal,Lúcio,SUPPORT,47.9,3.3
Quick Play,All,circuit-royal,Mauga,TANK,48.1,3.8
Quick Play,All,circuit-royal,Mei,DAMAGE,57.0,8.1
Quick Play,All,circuit-royal,Mercy,SUPPORT,48.5,10.4
Quick Play,All,circuit-royal,Mizuki,SUPPORT,53.8,16.3
Quick Play,All,circuit-royal,Moira,SUPPORT,48.3,11.3
Quick Play,All,circuit-royal,Orisa,TANK,45.3,9.0
Quick Play,All,circuit-royal,Pharah,DAMAGE,50.5,4.4
Quick Play,All,circuit-royal,Ramattra,TANK,47.4,6.8
Quick Play,All,circuit-royal,Reaper,DAMAGE,51.5,7.4
Quick Play,All,circuit-royal,Reinhardt,TANK,49.8,7.7
Quick Play,All,circuit-royal,Roadhog,TANK,43.5,5.8
Quick Play,All,circuit-royal,Sigma,TANK,57.3,19.6
Quick Play,All,circuit-royal,Sojourn,DAMAGE,44.4,14.0
Quick Play,All,circuit-royal,Soldier: 76,DAMAGE,47.9,13.7
Quick Play,All,circuit-royal,Sombra,DAMAGE,46.8,5.4
Quick Play,All,circuit-royal,Symmetra,DAMAGE,55.6,2.4
Quick Play,All,circuit-royal,Torbjörn,DAMAGE,57.1,4.4
Quick Play,All,circuit-royal,Tracer,DAMAGE,45.0,4.1
Quick Play,All,circuit-royal,Vendetta,DAMAGE,51.8,8.1
Quick Play,All,circuit-royal,Venture,DAMAGE,52.0,2.1
Quick Play,All,circuit-royal,Widowmaker,DAMAGE,49.7,12.6
Quick Play,All,circuit-royal,Winston,TANK,46.5,5.6
Quick Play,All,circuit-royal,Wrecking Ball,TANK,51.5,2.7
Quick Play,All,circuit-royal,Wuyang,SUPPORT,51.5,13.9
Quick Play,All,circuit-royal,Zarya,TANK,47.2,5.1
Quick Play,All,circuit-royal,Zenyatta,SUPPORT,56.9,13.6
Quick Play,All,rialto,Ana,SUPPORT,47.6,43.8
Quick Play,All,rialto,Anran,DAMAGE,53.4,10.8
Quick Play,All,rialto,Ashe,DAMAGE,52.3,16.7
Quick Play,All,rialto,Baptiste,SUPPORT,46.8,6.5
Quick Play,All,rialto,Bastion,DAMAGE,49.5,10.3
Quick Play,All,rialto,Brigitte,SUPPORT,49.9,2.7
Quick Play,All,rialto,Cassidy,DAMAGE,45.5,16.0
Quick Play,All,rialto,D.Va,TANK,45.5,9.0
Quick Play,All,rialto,Domina,TANK,54.2,14.7
Quick Play,All,rialto,Doomfist,TANK,50.4,8.8
Quick Play,All,rialto,Echo,DAMAGE,50.0,5.7
Quick Play,All,rialto,Emre,DAMAGE,48.9,20.9
Quick Play,All,rialto,Freja,DAMAGE,45.6,5.9
Quick Play,All,rialto,Genji,DAMAGE,50.5,10.8
Quick Play,All,rialto,Hanzo,DAMAGE,50.0,8.9
Quick Play,All,rialto,Hazard,TANK,49.7,2.9
Quick Play,All,rialto,Illari,SUPPORT,54.4,11.3
Quick Play,All,rialto,Jetpack Cat,SUPPORT,48.6,14.2
Quick Play,All,rialto,Junker Queen,TANK,50.9,2.3
Quick Play,All,rialto,Junkrat,DAMAGE,51.8,7.5
Quick Play,All,rialto,Juno,SUPPORT,49.6,12.4
Quick Play,All,rialto,Kiriko,SUPPORT,48.0,32.3
Quick Play,All,rialto,Lifeweaver,SUPPORT,48.5,7.1
Quick Play,All,rialto,Lúcio,SUPPORT,48.9,3.8
Quick Play,All,rialto,Mauga,TANK,48.7,4.0
Quick Play,All,rialto,Mei,DAMAGE,58.6,8.3
Quick Play,All,rialto,Mercy,SUPPORT,46.5,10.2
Quick Play,All,rialto,Mizuki,SUPPORT,54.2,18.4
Quick Play,All,rialto,Moira,SUPPORT,49.1,11.6
Quick Play,All,rialto,Orisa,TANK,46.2,9.4
Quick Play,All,rialto,Pharah,DAMAGE,51.3,5.0
Quick Play,All,rialto,Ramattra,TANK,47.3,5.9
Quick Play,All,rialto,Reaper,DAMAGE,53.3,8.1
Quick Play,All,rialto,Reinhardt,TANK,52.5,7.7
Quick Play,All,rialto,Roadhog,TANK,47.7,8.3
Quick Play,All,rialto,Sigma,TANK,54.1,11.7
Quick Play,All,rialto,Sojourn,DAMAGE,44.2,12.5
Quick Play,All,rialto,Soldier: 76,DAMAGE,47.2,14.0
Quick Play,All,rialto,Sombra,DAMAGE,45.6,5.7
Quick Play,All,rialto,Symmetra,DAMAGE,52.5,2.6
Quick Play,All,rialto,Torbjörn,DAMAGE,57.0,4.3
Quick Play,All,rialto,Tracer,DAMAGE,48.8,5.8
Quick Play,All,rialto,Vendetta,DAMAGE,53.0,9.4
Quick Play,All,rialto,Venture,DAMAGE,54.1,2.4
Quick Play,All,rialto,Widowmaker,DAMAGE,47.6,8.4
Quick Play,All,rialto,Winston,TANK,49.8,6.7
Quick Play,All,rialto,Wrecking Ball,TANK,49.2,2.8
Quick Play,All,rialto,Wuyang,SUPPORT,51.9,14.0
Quick Play,All,rialto,Zarya,TANK,48.7,5.6
Quick Play,All,rialto,Zenyatta,SUPPORT,56.3,11.8
Quick Play,All,shambali-monastery,Ana,SUPPORT,46.9,41.8
Quick Play,All,shambali-monastery,Anran,DAMAGE,52.7,12.1
Quick Play,All,shambali-monastery,Ashe,DAMAGE,51.8,15.3
Quick Play,All,shambali-monastery,Baptiste,SUPPORT,46.0,6.6
Quick Play,All,shambali-monastery,Bastion,DAMAGE,50.5,9.9
Quick Play,All,shambali-monastery,Brigitte,SUPPORT,50.1,2.7
Quick Play,All,shambali-monastery,Cassidy,DAMAGE,45.9,17.0
Quick Play,All,shambali-monastery,D.Va,TANK,46.7,7.2
Quick Play,All,shambali-monastery,Domina,TANK,52.8,15.0
Quick Play,All,shambali-monastery,Doomfist,TANK,49.2,8.5
Quick Play,All,shambali-monastery,Echo,DAMAGE,52.4,5.8
Quick Play,All,shambali-monastery,Emre,DAMAGE,51.2,21.2
Quick Play,All,shambali-monastery,Freja,DAMAGE,46.5,6.4
Quick Play,All,shambali-monastery,Genji,DAMAGE,49.4,10.4
Quick Play,All,shambali-monastery,Hanzo,DAMAGE,50.5,8.8
Quick Play,All,shambali-monastery,Hazard,TANK,51.3,3.0
Quick Play,All,shambali-monastery,Illari,SUPPORT,54.6,11.6
Quick Play,All,shambali-monastery,Jetpack Cat,SUPPORT,47.6,11.3
Quick Play,All,shambali-monastery,Junker Queen,TANK,51.4,2.5
Quick Play,All,shambali-monastery,Junkrat,DAMAGE,51.4,8.0
Quick Play,All,shambali-monastery,Juno,SUPPORT,51.3,12.9
Quick Play,All,shambali-monastery,Kiriko,SUPPORT,48.4,32.7
Quick Play,All,shambali-monastery,Lifeweaver,SUPPORT,47.7,6.6
Quick Play,All,shambali-monastery,Lúcio,SUPPORT,47.0,3.8
Quick Play,All,shambali-monastery,Mauga,TANK,48.1,4.2
Quick Play,All,shambali-monastery,Mei,DAMAGE,58.1,8.5
Quick Play,All,shambali-monastery,Mercy,SUPPORT,47.5,10.4
Quick Play,All,shambali-monastery,Mizuki,SUPPORT,53.4,19.9
Quick Play,All,shambali-monastery,Moira,SUPPORT,49.0,12.9
Quick Play,All,shambali-monastery,Orisa,TANK,45.9,9.9
Quick Play,All,shambali-monastery,Pharah,DAMAGE,50.1,4.8
Quick Play,All,shambali-monastery,Ramattra,TANK,49.8,7.3
Quick Play,All,shambali-monastery,Reaper,DAMAGE,52.1,8.6
Quick Play,All,shambali-monastery,Reinhardt,TANK,51.2,7.6
Quick Play,All,shambali-monastery,Roadhog,TANK,46.5,7.2
Quick Play,All,shambali-monastery,Sigma,TANK,54.9,13.4
Quick Play,All,shambali-monastery,Sojourn,DAMAGE,43.8,13.2
Quick Play,All,shambali-monastery,Soldier: 76,DAMAGE,47.3,13.9
Quick Play,All,shambali-monastery,Sombra,DAMAGE,45.8,5.4
Quick Play,All,shambali-monastery,Symmetra,DAMAGE,56.2,2.7
Quick Play,All,shambali-monastery,Torbjörn,DAMAGE,56.7,4.4
Quick Play,All,shambali-monastery,Tracer,DAMAGE,48.0,6.0
Quick Play,All,shambali-monastery,Vendetta,DAMAGE,51.2,9.7
Quick Play,All,shambali-monastery,Venture,DAMAGE,51.8,2.6
Quick Play,All,shambali-monastery,Widowmaker,DAMAGE,43.7,5.1
Quick Play,All,shambali-monastery,Winston,TANK,48.3,5.4
Quick Play,All,shambali-monastery,Wrecking Ball,TANK,51.4,3.0
Quick Play,All,shambali-monastery,Wuyang,SUPPORT,53.0,15.1
Quick Play,All,shambali-monastery,Zarya,TANK,48.9,5.9
Quick Play,All,shambali-monastery,Zenyatta,SUPPORT,55.5,11.8
Quick Play,All,aatlis,Ana,SUPPORT,45.6,29.2
Quick Play,All,aatlis,Anran,DAMAGE,54.4,18.0
Quick Play,All,aatlis,Ashe,DAMAGE,46.8,5.6
Quick Play,All,aatlis,Baptiste,SUPPORT,44.4,5.0
Quick Play,All,aatlis,Bastion,DAMAGE,47.2,8.2
Quick Play,All,aatlis,Brigitte,SUPPORT,51.7,5.4
Quick Play,All,aatlis,Cassidy,DAMAGE,47.8,24.6
Quick Play,All,aatlis,D.Va,TANK,47.9,7.5
Quick Play,All,aatlis,Domina,TANK,50.1,10.8
Quick Play,All,aatlis,Doomfist,TANK,51.2,10.9
Quick Play,All,aatlis,Echo,DAMAGE,50.5,4.5
Quick Play,All,aatlis,Emre,DAMAGE,49.7,16.1
Quick Play,All,aatlis,Freja,DAMAGE,43.9,3.5
Quick Play,All,aatlis,Genji,DAMAGE,49.3,11.2
Quick Play,All,aatlis,Hanzo,DAMAGE,47.2,4.7
Quick Play,All,aatlis,Hazard,TANK,53.4,4.7
Quick Play,All,aatlis,Illari,SUPPORT,50.6,5.4
Quick Play,All,aatlis,Jetpack Cat,SUPPORT,51.7,10.3
Quick Play,All,aatlis,Junker Queen,TANK,57.0,5.1
Quick Play,All,aatlis,Junkrat,DAMAGE,52.1,7.3
Quick Play,All,aatlis,Juno,SUPPORT,51.2,13.1
Quick Play,All,aatlis,Kiriko,SUPPORT,47.6,39.1
Quick Play,All,aatlis,Lifeweaver,SUPPORT,47.9,4.8
Quick Play,All,aatlis,Lúcio,SUPPORT,52.2,8.2
Quick Play,All,aatlis,Mauga,TANK,53.9,5.3
Quick Play,All,aatlis,Mei,DAMAGE,53.8,8.3
Quick Play,All,aatlis,Mercy,SUPPORT,43.9,6.9
Quick Play,All,aatlis,Mizuki,SUPPORT,53.8,28.5
Quick Play,All,aatlis,Moira,SUPPORT,51.4,21.2
Quick Play,All,aatlis,Orisa,TANK,44.9,9.8
Quick Play,All,aatlis,Pharah,DAMAGE,47.6,3.8
Quick Play,All,aatlis,Ramattra,TANK,49.3,6.4
Quick Play,All,aatlis,Reaper,DAMAGE,54.7,11.9
Quick Play,All,aatlis,Reinhardt,TANK,51.2,7.9
Quick Play,All,aatlis,Roadhog,TANK,49.5,9.3
Quick Play,All,aatlis,Sigma,TANK,47.0,6.2
Quick Play,All,aatlis,Sojourn,DAMAGE,43.0,13.0
Quick Play,All,aatlis,Soldier: 76,DAMAGE,49.1,14.6
Quick Play,All,aatlis,Sombra,DAMAGE,45.9,7.0
Quick Play,All,aatlis,Symmetra,DAMAGE,55.0,2.7
Quick Play,All,aatlis,Torbjörn,DAMAGE,57.2,3.4
Quick Play,All,aatlis,Tracer,DAMAGE,53.2,12.9
Quick Play,All,aatlis,Vendetta,DAMAGE,52.0,13.6
Quick Play,All,aatlis,Venture,DAMAGE,52.2,4.2
Quick Play,All,aatlis,Widowmaker,DAMAGE,38.2,1.1
Quick Play,All,aatlis,Winston,TANK,53.4,5.3
Quick Play,All,aatlis,Wrecking Ball,TANK,48.8,3.6
Quick Play,All,aatlis,Wuyang,SUPPORT,53.4,14.8
Quick Play,All,aatlis,Zarya,TANK,47.7,7.2
Quick Play,All,aatlis,Zenyatta,SUPPORT,52.5,8.1
Quick Play,All,new-junk-city,Ana,SUPPORT,46.4,30.7
Quick Play,All,new-junk-city,Anran,DAMAGE,52.7,17.0
Quick Play,All,new-junk-city,Ashe,DAMAGE,46.9,6.1
Quick Play,All,new-junk-city,Baptiste,SUPPORT,44.3,5.2
Quick Play,All,new-junk-city,Bastion,DAMAGE,46.5,8.6
Quick Play,All,new-junk-city,Brigitte,SUPPORT,50.1,4.9
Quick Play,All,new-junk-city,Cassidy,DAMAGE,47.7,23.5
Quick Play,All,new-junk-city,D.Va,TANK,48.7,6.8
Quick Play,All,new-junk-city,Domina,TANK,49.8,10.6
Quick Play,All,new-junk-city,Doomfist,TANK,49.7,9.5
Quick Play,All,new-junk-city,Echo,DAMAGE,50.2,4.3
Quick Play,All,new-junk-city,Emre,DAMAGE,50.2,16.9
Quick Play,All,new-junk-city,Freja,DAMAGE,45.5,3.6
Quick Play,All,new-junk-city,Genji,DAMAGE,51.2,11.7
Quick Play,All,new-junk-city,Hanzo,DAMAGE,45.5,5.2
Quick Play,All,new-junk-city,Hazard,TANK,53.3,4.3
Quick Play,All,new-junk-city,Illari,SUPPORT,52.3,5.4
Quick Play,All,new-junk-city,Jetpack Cat,SUPPORT,50.0,9.9
Quick Play,All,new-junk-city,Junker Queen,TANK,56.2,7.0
Quick Play,All,new-junk-city,Junkrat,DAMAGE,53.4,8.3
Quick Play,All,new-junk-city,Juno,SUPPORT,50.9,13.7
Quick Play,All,new-junk-city,Kiriko,SUPPORT,47.7,38.6
Quick Play,All,new-junk-city,Lifeweaver,SUPPORT,49.2,5.1
Quick Play,All,new-junk-city,Lúcio,SUPPORT,51.5,8.0
Quick Play,All,new-junk-city,Mauga,TANK,51.3,5.4
Quick Play,All,new-junk-city,Mei,DAMAGE,56.0,8.6
Quick Play,All,new-junk-city,Mercy,SUPPORT,46.2,7.0
Quick Play,All,new-junk-city,Mizuki,SUPPORT,53.8,27.6
Quick Play,All,new-junk-city,Moira,SUPPORT,51.8,20.9
Quick Play,All,new-junk-city,Orisa,TANK,45.4,10.3
Quick Play,All,new-junk-city,Pharah,DAMAGE,51.1,3.5
Quick Play,All,new-junk-city,Ramattra,TANK,50.4,6.5
Quick Play,All,new-junk-city,Reaper,DAMAGE,51.0,11.0
Quick Play,All,new-junk-city,Reinhardt,TANK,51.1,8.3
Quick Play,All,new-junk-city,Roadhog,TANK,49.7,9.7
Quick Play,All,new-junk-city,Sigma,TANK,46.7,6.1
Quick Play,All,new-junk-city,Sojourn,DAMAGE,44.3,14.3
Quick Play,All,new-junk-city,Soldier: 76,DAMAGE,48.5,14.8
Quick Play,All,new-junk-city,Sombra,DAMAGE,48.9,6.6
Quick Play,All,new-junk-city,Symmetra,DAMAGE,54.4,2.8
Quick Play,All,new-junk-city,Torbjörn,DAMAGE,57.0,3.3
Quick Play,All,new-junk-city,Tracer,DAMAGE,50.7,12.1
Quick Play,All,new-junk-city,Vendetta,DAMAGE,52.7,12.9
Quick Play,All,new-junk-city,Venture,DAMAGE,52.9,3.7
